karata,secenje,boja,jasnoca,dubina,sto,cena,x,y,z
0.58,5,13,6,61.7,57,1683,5.35,5.42,3.32
0.43,5,11,10,61.3,55,1683,4.86,4.89,2.99
0.53,5,12,6,62.3,55,1683,5.2,5.17,3.23
0.5,4,14,6,61.1,58,1683,5.18,5.09,3.14
0.54,5,13,6,61.8,55,1684,5.26,5.22,3.24
0.57,5,12,6,61.6,56,1684,5.37,5.34,3.3
0.54,4,11,7,61.1,59,1684,5.2,5.24,3.19
0.54,5,11,7,61.4,57,1684,5.23,5.2,3.2
0.5,4,13,6,59.3,62,1684,5.25,5.18,3.09
0.54,1,11,7,60.8,62,1685,5.22,5.24,3.18
0.56,2,11,7,60.2,56,1686,5.35,5.37,3.23
0.55,5,10,7,61.2,56,1686,5.26,5.3,3.23
0.56,5,10,6,62.4,56,1687,5.27,5.23,3.28
0.51,5,12,6,61.4,56,1687,5.16,5.13,3.16
0.51,5,12,6,60.6,56,1687,5.19,5.17,3.14
0.51,4,12,6,61,58,1687,5.17,5.1,3.13
0.51,4,12,6,62.1,58,1687,5.12,5.09,3.17
0.51,5,12,6,62.9,55,1687,5.12,5.08,3.21
0.51,5,12,6,62.9,57,1687,5.11,5.09,3.21
0.51,5,12,6,63.2,57,1687,5.08,5.05,3.2
0.54,4,13,6,59,60,1687,5.38,5.32,3.15
0.56,2,10,7,59.8,56,1688,5.35,5.38,3.21
0.5,2,14,6,63,57,1688,5.03,5.06,3.18
0.53,1,12,7,64.2,56,1688,5.11,5.14,3.29
0.52,5,13,6,62.6,57,1689,5.09,5.17,3.21
0.52,1,11,7,63.3,55,1689,5.09,5.12,3.23
0.52,5,13,6,61.8,55,1689,5.17,5.19,3.2
0.52,5,11,7,62.3,55,1689,5.14,5.16,3.21
0.52,5,13,6,61.1,57,1689,5.18,5.2,3.17
0.52,5,13,6,59.5,57,1689,5.25,5.27,3.13
0.52,4,11,7,61.2,60,1689,5.13,5.19,3.16
0.52,4,13,6,60.7,58,1689,5.17,5.21,3.15
0.52,2,13,6,60.3,60,1689,5.17,5.21,3.13
0.52,2,13,6,62.5,56,1689,5.15,5.18,3.23
0.52,5,13,6,62.2,56,1689,5.11,5.15,3.19
0.52,5,13,6,61.1,55,1689,5.2,5.27,3.2
0.52,5,11,7,62.7,56,1689,5.14,5.16,3.23
0.52,2,11,7,61.1,58,1689,5.16,5.19,3.16
0.52,4,11,7,62.4,59,1689,5.13,5.16,3.21
0.52,5,13,6,61.7,55,1689,5.16,5.21,3.2
0.52,2,11,7,61.7,56,1689,5.17,5.21,3.2
0.52,5,11,7,61.1,55,1689,5.15,5.19,3.16
0.52,5,11,7,61.8,55,1689,5.17,5.21,3.21
0.52,2,11,7,62.4,60,1689,5.11,5.12,3.19
0.52,5,11,7,60.9,55,1689,5.16,5.22,3.16
0.52,5,13,6,61.2,56,1689,5.16,5.23,3.18
0.52,5,11,7,62.4,56,1689,5.11,5.15,3.2
0.52,5,11,7,62.7,57,1689,5.12,5.15,3.22
0.52,5,13,6,62,55,1689,5.14,5.19,3.2
0.52,5,13,6,61.9,56,1689,5.12,5.16,3.18
0.57,4,12,7,59.9,59,1689,5.35,5.4,3.22
0.52,2,13,6,60.9,57,1689,5.17,5.2,3.16
0.52,4,11,7,62.6,59,1689,5.08,5.11,3.19
0.52,2,13,6,62.3,57,1689,5.1,5.17,3.2
0.52,5,13,6,60.9,57,1689,5.21,5.23,3.18
0.52,5,10,6,61.7,55,1689,5.2,5.23,3.22
0.52,5,14,6,62.1,57,1689,5.13,5.17,3.2
0.51,5,11,7,62.4,57,1689,5.1,5.13,3.19
0.56,5,9,10,61.9,54,1689,5.29,5.34,3.29
0.53,5,13,6,62.1,54.6,1690,5.19,5.21,3.23
0.5,5,14,6,61.9,55,1690,5.09,5.12,3.16
0.5,5,14,6,61.9,57,1690,5.08,5.1,3.15
0.5,1,13,7,60.3,62,1690,5.1,5.11,3.08
0.54,4,12,6,62.4,58,1691,5.25,5.2,3.26
0.57,5,11,6,61.5,55,1691,5.33,5.37,3.29
0.5,5,12,6,62.7,56,1691,5.07,5.1,3.19
0.56,5,10,7,62.2,55.3,1691,5.26,5.31,3.28
0.52,5,11,7,60.8,55,1691,5.2,5.26,3.18
0.51,5,11,7,61.9,56,1691,5.12,5.16,3.18
0.5,2,12,7,62,58,1692,5.08,5.11,3.16
0.55,5,12,6,61.7,57,1692,5.24,5.29,3.25
0.55,5,12,6,61.1,57,1692,5.27,5.3,3.23
0.55,5,12,6,61.1,56,1692,5.27,5.31,3.23
0.55,5,12,6,61.7,56,1692,5.26,5.3,3.26
0.55,2,12,6,61.7,56,1692,5.25,5.29,3.25
0.53,5,11,7,62.2,55,1692,5.18,5.21,3.23
0.69,3,9,7,57.9,63,1692,5.73,5.77,3.33
0.53,2,12,6,59.2,58,1693,5.29,5.31,3.14
0.29,5,11,6,61.6,56,525,4.26,4.29,2.63
0.29,5,11,6,60.7,55,525,4.31,4.35,2.63
0.25,5,10,10,61.4,57,525,4.05,4.08,2.49
0.25,4,13,6,59.7,61,525,4.1,4.08,2.44
0.25,2,12,10,63.3,59,526,3.99,4.04,2.54
0.5,2,11,7,61,58,1694,5.08,5.15,3.12
0.52,5,11,7,62.8,55,1694,5.16,5.13,3.23
0.52,5,11,7,63,54,1694,5.17,5.12,3.24
0.53,5,14,6,61.8,57,1694,5.17,5.21,3.21
0.52,5,11,7,61.3,56,1694,5.2,5.17,3.18
0.52,5,13,6,61.4,54,1694,5.23,5.2,3.2
0.52,5,13,6,61.5,56,1694,5.2,5.18,3.19
0.52,5,13,6,61.3,57,1694,5.22,5.19,3.19
0.52,5,13,6,62.1,56,1694,5.2,5.17,3.22
0.52,5,13,6,60.4,57,1694,5.22,5.17,3.14
0.52,2,13,6,63.4,57,1694,5.16,5.12,3.26
0.52,4,13,6,61.6,59,1694,5.16,5.14,3.17
0.52,4,13,6,62.5,60,1694,5.14,5.1,3.2
0.52,5,13,6,61.7,57,1694,5.17,5.1,3.17
0.56,5,10,6,61.8,54,1694,5.34,5.31,3.29
0.5,5,13,6,61.3,55,1695,5.13,5.15,3.15
0.54,5,13,6,61.6,59,1695,5.21,5.24,3.22
0.53,5,11,7,61.9,55,1695,5.22,5.25,3.24
0.5,5,12,7,61.6,57,1695,5.07,5.09,3.13
0.5,5,12,7,61.2,56,1695,5.13,5.17,3.15
0.55,1,13,6,59.8,61,1695,5.29,5.32,3.17
0.51,2,12,7,62.4,59,1697,5.04,5.09,3.16
0.51,2,13,7,60.4,59,1697,5.16,5.2,3.13
0.53,5,12,7,60.7,55,1697,5.32,5.25,3.21
0.51,5,13,7,61.8,55,1697,5.15,5.18,3.19
0.54,2,11,7,63.6,56,1698,5.17,5.24,3.31
0.5,4,13,7,58.8,62,1698,5.17,5.14,3.03
0.58,5,13,6,60.9,59,1698,5.36,5.44,3.29
0.57,5,13,6,62.2,55,1698,5.3,5.34,3.31
0.56,5,11,6,62.1,56,1698,5.31,5.29,3.29
0.56,5,11,6,61,57,1698,5.34,5.32,3.25
0.56,5,10,7,62.8,56,1698,5.28,5.23,3.3
0.56,5,11,6,61.2,56,1698,5.33,5.29,3.25
0.56,5,11,6,61.7,56,1698,5.34,5.3,3.28
0.56,5,11,6,60.6,57,1698,5.36,5.33,3.24
0.56,4,11,6,60.9,58,1698,5.36,5.34,3.26
0.56,4,11,6,62.5,57,1698,5.28,5.25,3.29
0.56,5,11,6,62,56,1698,5.3,5.28,3.28
0.56,5,11,6,61.9,55,1698,5.32,5.28,3.28
0.55,5,12,6,61.2,55,1698,5.3,5.28,3.24
0.55,4,12,6,62.2,58,1698,5.26,5.22,3.26
0.55,5,12,6,62.7,55,1698,5.26,5.24,3.29
0.55,4,12,6,59.7,58,1698,5.37,5.31,3.19
0.56,5,13,6,62.8,57,1699,5.21,5.23,3.28
0.52,5,10,7,62,55,1699,5.15,5.19,3.2
0.52,5,10,7,61,56,1699,5.15,5.23,3.17
0.5,4,13,6,60.7,59,1699,5.13,5.11,3.11
0.5,4,13,6,60.5,60,1699,5.13,5.09,3.09
0.53,5,13,7,60.9,57,1700,5.19,5.25,3.18
0.52,1,14,6,63.4,56,1701,5.09,5.16,3.25
0.52,2,14,6,59.4,61,1701,5.23,5.24,3.11
0.52,1,14,6,63.5,57,1701,5.08,5.13,3.24
0.52,5,14,6,62,53,1701,5.17,5.21,3.22
0.5,1,14,7,64.2,55,1701,5.01,5.08,3.24
0.58,3,11,7,64.7,60,1701,5.23,5.28,3.41
0.55,5,12,6,60.9,57,1702,5.3,5.34,3.24
0.5,2,14,6,59.1,59,1703,5.19,5.24,3.08
0.53,5,14,6,61.4,55,1704,5.24,5.21,3.21
0.61,4,11,7,61.7,60,1704,5.46,5.4,3.35
0.61,4,13,6,61.2,62,1704,5.48,5.44,3.34
0.59,5,11,6,62,57,1705,5.31,5.4,3.32
0.96,3,10,3,61.1,60,1705,6.26,6.07,3.77
0.96,3,10,3,66.9,60,1705,6.15,6.04,4.09
0.61,2,9,6,62.7,57,1706,5.39,5.42,3.39
0.56,2,12,6,60.8,57,1706,5.29,5.33,3.23
0.51,2,12,7,61,59,1706,5.16,5.1,3.13
0.5,2,10,10,61.3,60,1706,5.08,5.17,3.14
0.58,5,12,6,60.2,57,1706,5.43,5.48,3.28
0.61,5,10,7,61.6,56.9,1706,5.4,5.49,3.36
0.61,1,10,7,60.1,60.3,1706,5.47,5.5,3.29
0.52,5,12,7,62.5,57,1707,5.17,5.13,3.22
0.54,2,13,6,61.2,58,1707,5.21,5.28,3.21
0.52,5,14,7,60.9,56,1707,5.17,5.21,3.16
0.53,5,13,6,60.8,55,1707,5.26,5.3,3.21
0.53,5,13,6,61.4,55,1707,5.19,5.24,3.2
0.54,2,9,10,58.8,61,1708,5.29,5.35,3.13
0.56,5,12,6,61,55,1708,5.33,5.35,3.26
0.52,5,13,6,61.7,56,1708,5.13,5.18,3.18
0.51,5,11,7,61.5,54.9,1708,5.13,5.25,3.17
0.51,5,11,7,60.9,56,1708,5.16,5.19,3.15
0.51,5,13,7,61.5,53,1708,5.17,5.24,3.2
0.67,1,9,6,60.7,61.4,1708,5.6,5.64,3.41
0.5,1,14,6,64,56,1708,5.04,5.02,3.22
0.55,4,13,6,58.1,62,1708,5.46,5.38,3.15
0.54,4,13,6,60,58,1709,5.34,5.29,3.19
0.55,5,12,6,61.7,56,1709,5.25,5.31,3.26
0.55,5,12,6,60.9,56,1709,5.3,5.34,3.24
0.54,5,10,7,61.8,56,1709,5.21,5.25,3.23
0.51,2,11,7,63.4,57,1709,5.08,5.04,3.21
0.51,5,13,6,61.7,53,1709,5.2,5.18,3.2
0.51,4,13,6,62.5,60,1709,5.1,5.08,3.18
0.51,4,13,6,63,59,1709,5.08,5.05,3.19
0.62,2,10,6,61.7,63,1709,5.48,5.42,3.36
0.51,3,13,6,65.5,51,1709,5.06,5.01,3.3
0.51,4,11,7,60.2,57,1709,5.24,5.2,3.14
0.5,4,12,7,61.3,59,1710,5.09,5.15,3.14
0.5,4,12,7,61.8,60,1710,5.06,5.1,3.14
0.5,4,12,7,62,58,1710,5.03,5.1,3.14
0.5,2,12,7,62.3,55,1710,5.06,5.09,3.16
0.5,5,12,7,62.5,57,1710,5.06,5.09,3.17
0.52,1,12,7,61.2,62,1710,5.12,5.05,3.11
0.51,5,12,6,62.3,56,1711,5.12,5.08,3.18
0.56,2,12,7,62,59,1712,5.3,5.34,3.3
0.53,4,12,6,61.6,57.1,1712,5.15,5.21,3.19
0.59,2,13,6,61.8,59,1712,5.35,5.4,3.32
0.52,5,13,6,61.3,55,1712,5.18,5.2,3.18
0.5,5,14,6,61.9,59,1712,5.07,5.1,3.15
0.56,5,11,7,61.8,55,1712,5.28,5.37,3.29
0.53,5,10,10,60.2,56,1712,5.29,5.32,3.19
0.56,1,12,7,59.1,62,1712,5.36,5.42,3.19
0.56,1,12,7,63.2,61,1712,5.2,5.28,3.3
0.56,1,12,7,58.6,62,1712,5.3,5.45,3.16
0.5,2,14,6,60.1,63,1712,5.13,5.09,3.07
0.98,3,11,3,69.7,58,1712,6.08,5.98,4.21
0.54,5,13,6,62.8,55,1713,5.21,5.24,3.28
0.5,1,13,7,61,61,1714,5.07,5.12,3.11
0.55,5,13,6,60.3,57,1715,5.3,5.28,3.19
0.55,5,13,6,59.8,57,1715,5.34,5.3,3.18
0.55,5,13,6,62,55,1715,5.28,5.24,3.26
0.55,5,11,6,61.8,55,1715,5.25,5.3,3.26
0.55,5,12,6,61.4,56,1715,5.28,5.31,3.25
0.56,5,10,7,61.1,57,1715,5.31,5.34,3.25
0.55,1,13,6,60.3,61,1715,5.31,5.37,3.22
0.5,4,12,7,58,59,1715,5.3,5.22,3.05
0.8,3,11,3,64.5,57,1715,5.86,5.83,3.77
0.5,4,12,7,61.6,58,1715,5.11,5.06,3.13
0.5,2,14,7,63.1,57,1715,5.04,5,3.17
0.32,3,12,6,59.6,60,1715,4.42,4.34,2.61
0.71,2,14,3,59.7,63,1715,5.8,5.7,3.43
0.51,5,14,6,62.9,56,1716,5.1,5.07,3.2
0.51,5,14,6,61.4,57,1716,5.13,5.16,3.16
0.51,2,14,6,62,59,1716,5.08,5.12,3.16
0.51,4,14,6,62.7,59,1716,5.05,5.09,3.18
0.51,4,14,6,62,60,1716,5.07,5.12,3.16
0.5,5,13,7,61.9,56,1716,5.09,5.12,3.16
0.51,4,14,6,60.9,58,1716,5.18,5.14,3.14
0.51,5,14,6,61.9,55,1716,5.19,5.15,3.2
0.51,2,13,7,60,57,1717,5.18,5.25,3.13
0.51,2,13,7,61,59,1717,5.13,5.17,3.14
0.59,4,11,6,62.6,56,1717,5.39,5.34,3.36
0.57,5,14,6,60.3,57,1718,5.42,5.4,3.26
0.55,2,13,6,61.6,60,1719,5.23,5.27,3.23
0.58,5,11,6,61.1,56,1719,5.4,5.43,3.31
0.58,5,11,6,60.6,55,1719,5.42,5.45,3.3
0.61,4,10,6,62.8,59,1719,5.44,5.3,3.37
0.52,5,9,7,62.7,57,1720,5.17,5.14,3.23
0.57,5,10,7,61.3,55.1,1720,5.34,5.42,3.29
0.52,4,12,6,60.7,59,1720,5.18,5.14,3.13
0.52,5,12,6,62.5,54,1720,5.17,5.14,3.22
0.52,4,12,6,62.1,59,1720,5.15,5.12,3.19
0.52,4,12,6,62.2,58,1720,5.17,5.12,3.2
0.54,4,10,7,62.6,59,1720,5.22,5.19,3.26
0.53,4,13,6,60.9,60,1721,5.16,5.22,3.16
0.53,5,13,6,61.3,55,1721,5.2,5.24,3.2
0.53,5,11,7,62.7,55,1721,5.16,5.18,3.24
0.53,4,11,7,62.4,58,1721,5.16,5.2,3.23
0.53,5,13,6,60,57,1721,5.24,5.3,3.16
0.53,5,13,6,61.9,56,1721,5.19,5.21,3.22
0.53,5,13,6,61.4,56,1721,5.18,5.25,3.2
0.53,5,11,7,61.9,56,1721,5.19,5.21,3.22
0.53,5,11,7,62.1,57,1721,5.16,5.18,3.21
0.53,2,13,6,61.6,57,1721,5.18,5.21,3.2
0.53,5,13,6,62.1,56,1721,5.17,5.2,3.22
0.53,5,13,6,61.9,55,1721,5.19,5.22,3.22
0.53,5,13,6,61.4,56,1721,5.21,5.24,3.21
0.53,5,11,7,62.6,54,1721,5.16,5.19,3.24
0.53,5,13,6,62.4,56,1721,5.16,5.2,3.23
0.53,5,11,7,61.8,55,1721,5.17,5.22,3.21
0.53,4,13,6,59.8,58,1721,5.26,5.27,3.15
0.53,5,13,6,62.7,54,1721,5.15,5.18,3.24
0.53,2,11,7,60.1,58,1721,5.27,5.32,3.18
0.53,5,11,7,61.9,56,1721,5.17,5.2,3.21
0.52,5,11,7,61.6,54,1721,5.21,5.24,3.22
0.47,5,13,7,61.8,53,1721,4.99,5.04,3.1
0.5,5,11,6,62.2,54,1721,5.12,5.07,3.17
0.51,2,14,6,63.2,56,1722,5.04,5.08,3.2
0.53,2,11,7,60.2,55,1722,5.25,5.28,3.17
0.51,2,12,7,63.3,59,1722,5.09,5.12,3.23
0.42,2,12,10,60,58,1722,4.87,4.9,2.93
0.53,5,14,6,61.7,55,1722,5.2,5.24,3.22
0.52,5,11,7,61.4,56,1722,5.18,5.21,3.19
0.52,5,11,7,61.6,56,1722,5.18,5.22,3.2
0.52,5,11,7,61.9,55,1722,5.16,5.18,3.2
0.59,2,12,6,61.8,58,1723,5.35,5.4,3.32
0.56,5,12,6,62.6,55,1723,5.25,5.29,3.3
0.56,5,12,6,61.3,54,1723,5.34,5.37,3.28
0.56,5,12,6,62.1,57,1723,5.28,5.29,3.28
0.56,5,12,6,61.6,55,1723,5.29,5.32,3.27
0.3,1,11,6,63.5,55,526,4.22,4.25,2.69
0.3,4,10,7,62.3,58,526,4.26,4.28,2.66
0.3,2,11,6,60.6,60,526,4.3,4.34,2.62
0.3,2,10,7,62,58,526,4.24,4.28,2.64
0.3,2,10,7,60.1,61,526,4.3,4.32,2.59
0.3,4,10,7,61,58,526,4.28,4.31,2.62
0.3,5,10,7,62.1,54,526,4.32,4.35,2.69
0.3,2,10,7,62.9,54,526,4.28,4.31,2.7
0.3,1,10,7,63.2,56,526,4.25,4.29,2.7
0.3,1,10,7,63.4,53,526,4.25,4.3,2.71
0.3,5,10,7,61.6,57,526,4.3,4.33,2.66
0.3,2,10,7,62.9,56,526,4.22,4.27,2.67
0.3,4,11,6,61.9,58,526,4.3,4.33,2.67
0.3,1,10,7,63.3,56,526,4.26,4.3,2.71
0.3,2,10,7,63,58,526,4.23,4.28,2.68
0.53,5,12,6,61.3,55,1723,5.22,5.25,3.21
0.5,5,13,7,62.2,57,1724,5.13,5.1,3.18
0.5,5,13,7,62.3,55,1724,5.12,5.09,3.18
0.54,5,11,7,61.8,56,1724,5.21,5.26,3.24
0.54,5,12,7,61.8,54,1724,5.24,5.27,3.25
0.55,2,13,6,61.2,57,1725,5.22,5.27,3.21
0.57,5,11,6,61,55,1725,5.38,5.4,3.29
0.54,5,14,6,61.2,56,1725,5.24,5.28,3.22
0.57,5,10,6,61.7,55,1725,5.37,5.34,3.3
0.54,2,13,6,61.5,59,1726,5.21,5.23,3.21
0.54,5,11,7,61.7,57,1726,5.23,5.25,3.23
0.52,5,13,7,61.3,56,1726,5.18,5.22,3.19
0.53,2,11,7,63.2,55,1727,5.15,5.13,3.25
0.53,5,11,7,61.7,55,1727,5.22,5.18,3.21
0.53,5,11,7,61.6,57,1727,5.24,5.21,3.22
0.53,4,11,7,63,58,1727,5.17,5.15,3.25
0.53,4,13,6,58.3,62,1727,5.31,5.26,3.08
0.53,4,13,6,61.4,55,1727,5.24,5.21,3.21
0.53,5,13,6,61,57,1727,5.26,5.23,3.2
0.53,5,13,6,62,55,1727,5.21,5.17,3.22
0.53,1,13,6,63.7,55,1727,5.15,5.12,3.27
0.53,5,13,6,62.5,57,1727,5.18,5.16,3.23
0.53,2,11,7,63.4,56,1727,5.15,5.1,3.25
0.57,5,13,6,61.6,56,1728,5.34,5.38,3.3
0.57,5,13,6,60.8,56,1728,5.35,5.4,3.27
0.57,5,13,6,60.4,57,1728,5.36,5.4,3.25
0.51,5,12,7,61.7,55,1728,5.13,5.17,3.18
0.57,5,11,6,61.8,57,1728,5.32,5.3,3.28
0.57,5,11,6,61.8,56,1728,5.35,5.3,3.29
0.57,5,11,6,61.6,57,1728,5.36,5.32,3.29
0.57,4,11,6,59.7,59,1728,5.41,5.37,3.22
0.57,4,11,6,62.8,57,1728,5.28,5.23,3.3
0.57,4,11,6,62.6,55,1728,5.31,5.26,3.31
0.57,4,11,6,62.1,57,1728,5.3,5.27,3.28
0.57,1,10,7,63.7,51,1728,5.36,5.29,3.39
0.56,5,12,6,62.3,55,1729,5.32,5.28,3.3
0.53,5,10,7,61.9,55,1731,5.18,5.21,3.22
0.5,5,12,7,61,56,1731,5.14,5.15,3.14
0.5,5,12,7,62.1,55,1731,5.08,5.12,3.17
0.57,2,13,6,60.7,58,1732,5.37,5.33,3.25
0.54,5,13,7,62.6,55,1732,5.2,5.22,3.26
0.51,4,13,6,61.4,56,1733,5.18,5.15,3.17
0.51,5,13,6,62.8,56,1733,5.14,5.11,3.22
0.46,5,11,10,62.1,56,1733,4.96,4.93,3.07
0.62,2,10,6,61.8,57,1734,5.47,5.5,3.39
0.53,1,14,6,63.4,55,1734,5.11,5.23,3.28
0.53,4,14,6,59.9,58,1734,5.26,5.29,3.16
0.55,4,13,6,60.1,59,1735,5.36,5.29,3.2
0.52,2,11,7,62.2,63,1736,5.22,5.13,3.22
0.7,2,12,3,63.2,61,1736,5.57,5.48,3.49
0.56,1,13,6,61.4,62,1736,5.34,5.28,3.26
0.5,5,12,6,62.9,55,1736,5.12,5.08,3.21
0.5,4,12,6,61.4,59,1736,5.12,5.1,3.14
0.52,5,11,6,61.3,56,1737,5.18,5.21,3.18
0.57,5,12,6,61.6,55,1737,5.35,5.37,3.3
0.56,3,13,6,64.7,60,1737,5.13,5.14,3.32
0.5,2,12,7,62.6,59,1738,5.03,5.06,3.16
0.49,1,14,7,57.5,60,1738,5.18,5.25,3
0.56,5,12,6,60,57,1739,5.36,5.38,3.22
0.56,5,12,6,62.2,55,1739,5.25,5.28,3.28
0.53,5,13,6,61.3,55,1739,5.22,5.25,3.21
0.53,5,13,6,62,56,1739,5.16,5.2,3.21
0.52,4,13,7,59.2,59,1739,5.29,5.25,3.12
0.96,3,10,3,64.3,59,1739,6.38,5.88,3.98
0.96,3,10,3,69.2,56,1739,5.97,5.83,4.08
0.51,5,14,6,61,57,1740,5.15,5.18,3.15
0.53,5,12,7,61.6,55,1740,5.24,5.21,3.22
0.57,2,12,7,63.2,56,1741,5.27,5.31,3.34
0.51,2,11,7,59.6,58,1741,5.21,5.22,3.11
0.55,5,13,6,62.2,54,1741,5.29,5.26,3.28
0.57,1,12,7,58.3,61,1741,5.49,5.54,3.21
0.56,2,13,7,58.6,57,1742,5.43,5.46,3.19
0.52,5,13,7,61.7,56,1742,5.13,5.18,3.18
0.55,2,11,7,62.8,57,1743,5.2,5.21,3.27
0.53,5,13,6,60.7,57,1743,5.27,5.3,3.2
0.48,1,14,7,59.3,58,1743,5.09,5.13,3.03
0.59,5,12,6,62.9,55,1743,5.39,5.32,3.37
0.52,5,11,7,62.1,54,1743,5.17,5.14,3.2
0.52,5,13,6,61.3,56,1743,5.21,5.17,3.18
0.52,5,13,6,62.4,57,1743,5.14,5.12,3.2
0.52,4,13,6,62.8,55,1743,5.15,5.11,3.22
0.55,2,13,6,62.1,60,1744,5.19,5.24,3.24
0.51,5,12,7,61.7,54,1744,5.14,5.17,3.18
0.51,5,12,7,61.9,56,1744,5.11,5.17,3.18
0.51,5,12,7,62.5,55,1744,5.08,5.13,3.19
0.51,5,12,7,62.1,56,1744,5.13,5.15,3.19
0.51,4,12,7,61.4,58,1744,5.15,5.18,3.17
0.65,1,9,7,61.1,61.7,1744,5.55,5.59,3.4
0.54,2,12,6,63,56.8,1745,5.18,5.22,3.28
0.54,1,12,6,64.2,53.8,1745,5.12,5.19,3.31
0.54,5,11,7,62,53.9,1745,5.22,5.24,3.24
0.54,5,11,7,62.1,55.1,1745,5.2,5.23,3.23
0.5,5,13,7,62.7,57,1745,5.04,5.11,3.18
0.5,4,13,6,61.3,59,1746,5.1,5.05,3.11
0.5,5,11,7,62,55,1746,5.11,5.05,3.15
0.5,4,11,7,59.8,58,1746,5.19,5.15,3.09
0.55,4,12,6,62.5,56,1746,5.27,5.23,3.28
0.5,4,11,7,60.7,60,1746,5.12,5.09,3.1
0.5,4,11,7,61,59,1746,5.14,5.09,3.12
0.5,4,11,7,60.9,58,1746,5.23,5.09,3.14
0.5,4,11,7,59.7,60,1746,5.14,5.11,3.06
0.5,4,11,7,59.4,60,1746,5.17,5.13,3.06
0.5,4,11,7,62.5,60,1746,5.08,5.06,3.17
0.5,4,11,7,62.1,55,1746,5.22,5.06,3.19
0.5,5,11,7,62.3,55,1746,5.11,5.07,3.17
0.5,4,11,7,62.5,58,1746,5.11,5.07,3.18
0.5,5,13,6,61.3,57,1746,5.15,5.13,3.15
0.5,5,13,6,62.1,54,1746,5.13,5.11,3.18
0.5,5,13,6,61.5,57,1746,5.14,5.11,3.15
0.5,5,13,6,60,57,1746,5.15,5.12,3.08
0.5,5,13,6,61.6,55,1746,5.14,5.09,3.15
0.5,4,13,6,61.1,61,1746,5.13,5.11,3.13
0.5,4,13,6,61.4,59,1746,5.13,5.09,3.14
0.5,5,13,6,61.4,57,1746,5.11,5.08,3.13
0.5,5,13,6,62.2,54,1746,5.11,5.08,3.17
0.5,5,13,6,62.6,54,1746,5.11,5.08,3.19
0.5,4,13,6,61.5,56,1746,5.11,5.07,3.13
0.5,4,13,6,61.4,58,1746,5.12,5.07,3.13
0.5,4,13,6,61.3,60,1746,5.11,5.07,3.12
0.5,4,13,6,62.7,54,1746,5.1,5.07,3.19
0.5,4,13,6,61.3,58,1746,5.12,5.06,3.12
0.5,4,13,6,61.8,58,1746,5.09,5.07,3.14
0.5,5,13,6,62.2,55,1746,5.09,5.07,3.16
0.5,5,13,6,61.8,55,1746,5.11,5.06,3.14
0.5,4,13,6,62.3,60,1746,5.09,5.05,3.16
0.5,4,13,6,61.8,58,1746,5.11,5.05,3.14
0.5,5,13,6,62.8,57,1746,5.12,5.04,3.19
0.6,5,11,6,62.1,57,1746,5.43,5.36,3.35
0.57,4,11,7,60.5,58,1746,5.39,5.32,3.24
0.5,4,13,6,62.9,59,1746,5.09,5.06,3.19
0.5,4,11,7,62.2,59,1746,5.09,5.04,3.15
0.56,5,13,6,61.6,57,1747,5.32,5.3,3.27
0.57,2,14,6,62.5,59,1748,5.28,5.32,3.31
0.52,2,12,7,63.2,57,1748,5.09,5.1,3.22
0.71,1,9,6,64,59,1748,5.55,5.61,3.57
0.52,2,14,6,62.8,58,1749,5.11,5.14,3.22
0.52,4,14,6,62.4,58,1749,5.09,5.13,3.19
0.51,4,12,7,62.2,58,1749,5.14,5.12,3.19
0.5,5,12,6,60.9,57,1749,5.14,5.16,3.14
0.51,4,12,7,60,58,1749,5.21,5.19,3.12
0.84,1,12,3,60.8,64,1749,6.05,6.03,3.67
0.98,3,11,3,68,63,1749,6.13,6.02,4.13
0.58,2,14,6,61,58,1750,5.37,5.42,3.29
0.5,2,14,7,62,56,1750,5.09,5.11,3.16
0.51,2,12,7,62.5,54,1751,5.13,5.15,3.21
0.51,5,12,7,61.8,55,1751,5.13,5.16,3.18
0.55,5,11,6,61.6,55,1752,5.31,5.25,3.25
0.51,2,11,7,62.4,60,1752,5.05,5.08,3.16
0.51,5,14,7,60.9,57,1752,5.17,5.2,3.16
0.51,5,14,7,61.7,54,1752,5.12,5.15,3.17
0.5,1,13,6,63.8,54,1752,5.05,5.07,3.23
0.5,2,14,6,62.8,56,1752,5.04,5.08,3.18
0.5,4,14,6,61.9,58,1752,5.04,5.1,3.14
0.5,4,14,6,61.1,58,1752,5.09,5.12,3.12
0.5,4,14,6,61.4,59,1752,5.11,5.15,3.15
0.5,5,14,6,62.3,55,1752,5.07,5.11,3.17
0.5,2,14,6,62.8,58,1752,5.05,5.08,3.18
0.5,5,14,6,62.5,54,1752,5.05,5.09,3.17
0.5,4,14,6,61.2,60,1752,5.08,5.12,3.12
0.5,2,14,6,62.9,61,1752,4.96,5.03,3.14
0.5,2,14,6,62.8,58,1752,5.03,5.07,3.17
0.5,4,14,6,62.1,58,1752,5.03,5.08,3.14
0.5,5,14,6,62.6,56,1752,5.05,5.08,3.17
0.58,5,13,6,62,57,1752,5.33,5.35,3.31
0.52,5,14,6,61.8,57,1752,5.16,5.2,3.2
0.56,5,14,6,62.7,57,1753,5.25,5.28,3.3
0.53,5,12,6,61.1,56,1753,5.26,5.22,3.2
